location,mapset,map,id0,lw,class,"m^2"
modis,mcd12q1,2005_lct1_reclass,143,13,2,2790533.610121
modis,mcd12q1,2005_lct1_reclass,143,14,1,23182894.607161
modis,mcd12q1,2005_lct1_reclass,143,16,1,233116884.660901
modis,mcd12q1,2005_lct1_reclass,234,0,0,4965003261.700343
modis,mcd12q1,2005_lct1_reclass,234,0,1,4397880969.550214
modis,mcd12q1,2005_lct1_reclass,234,0,2,10374130680.273457
modis,mcd12q1,2005_lct1_reclass,234,0,3,77276959326.838531
modis,mcd12q1,2005_lct1_reclass,234,0,5,106339508250.698975
modis,mcd12q1,2005_lct1_reclass,234,0,6,2575877.178573
modis,mcd12q1,2005_lct1_reclass,234,0,7,214656.431548
modis,mcd12q1,2005_lct1_reclass,234,5,1,1510843623596.718750
modis,mcd12q1,2005_lct1_reclass,234,5,2,23987212256.192047
modis,mcd12q1,2005_lct1_reclass,234,5,3,6263245359.703364
modis,mcd12q1,2005_lct1_reclass,234,7,1,1284872222131.453125
modis,mcd12q1,2005_lct1_reclass,234,7,2,19614446089.105896
modis,mcd12q1,2005_lct1_reclass,234,7,3,4955558378.712226
modis,mcd12q1,2005_lct1_reclass,234,10,1,2101670211080.892578
modis,mcd12q1,2005_lct1_reclass,234,10,2,12583374673.756878
modis,mcd12q1,2005_lct1_reclass,234,10,3,2607002361.148010
modis,mcd12q1,2005_lct1_reclass,234,11,1,41578306821.638519
modis,mcd12q1,2005_lct1_reclass,234,11,2,13818078468.016171
modis,mcd12q1,2005_lct1_reclass,234,11,3,1016398203.378760
modis,mcd12q1,2005_lct1_reclass,234,12,1,1402454146378.375000
modis,mcd12q1,2005_lct1_reclass,234,12,2,8182273857.743545
modis,mcd12q1,2005_lct1_reclass,234,12,3,931823569.348942
modis,mcd12q1,2005_lct1_reclass,234,13,1,115698314009.806976
modis,mcd12q1,2005_lct1_reclass,234,13,2,4317599464.151217
modis,mcd12q1,2005_lct1_reclass,234,13,3,68904714.526841
modis,mcd12q1,2005_lct1_reclass,234,14,1,1073231498713.892212
modis,mcd12q1,2005_lct1_reclass,234,14,2,9201033281.868200
modis,mcd12q1,2005_lct1_reclass,234,14,3,836086800.878641
modis,mcd12q1,2005_lct1_reclass,234,16,1,90415650189.094147
modis,mcd12q1,2005_lct1_reclass,234,16,2,2343404263.207506
modis,mcd12q1,2005_lct1_reclass,234,16,3,1421669546.141126
modis,mcd12q1,2005_lct1_reclass,,0,0,80825659453.207794
modis,mcd12q1,2005_lct1_reclass,,0,1,1098826273.093114
modis,mcd12q1,2005_lct1_reclass,,0,2,10000843145.812937
modis,mcd12q1,2005_lct1_reclass,,0,3,2040094725.430569
modis,mcd12q1,2005_lct1_reclass,,0,6,794658109.589923
modis,mcd12q1,2005_lct1_reclass,,0,7,129437828.223318
modis,mcd12q1,2005_lct1_reclass,,5,1,1715319544.498626
modis,mcd12q1,2005_lct1_reclass,,5,2,895117319.554275
modis,mcd12q1,2005_lct1_reclass,,5,3,98097989.217340
modis,mcd12q1,2005_lct1_reclass,,7,1,304168163.503224
modis,mcd12q1,2005_lct1_reclass,,7,2,371999595.872336
modis,mcd12q1,2005_lct1_reclass,,7,3,10947478.008937
modis,mcd12q1,2005_lct1_reclass,,10,1,48727009.961349
modis,mcd12q1,2005_lct1_reclass,,10,2,23182894.607161
modis,mcd12q1,2005_lct1_reclass,,10,3,214656.431548
modis,mcd12q1,2005_lct1_reclass,,11,1,865924044.863780
modis,mcd12q1,2005_lct1_reclass,,11,2,2296823817.561667
modis,mcd12q1,2005_lct1_reclass,,11,3,51946856.434565
modis,mcd12q1,2005_lct1_reclass,,12,1,32198464.732169
modis,mcd12q1,2005_lct1_reclass,,12,2,9015570.125007
modis,mcd12q1,2005_lct1_reclass,,12,3,429312.863096
modis,mcd12q1,2005_lct1_reclass,,13,1,173871709.553711
modis,mcd12q1,2005_lct1_reclass,,13,2,194049414.119203
modis,mcd12q1,2005_lct1_reclass,,13,3,3219846.473217
modis,mcd12q1,2005_lct1_reclass,,14,1,22753581.744066
modis,mcd12q1,2005_lct1_reclass,,14,2,5151754.357147
modis,mcd12q1,2005_lct1_reclass,,16,1,142102557.684638
modis,mcd12q1,2005_lct1_reclass,,16,2,570986107.917156
modis,mcd12q1,2005_lct1_reclass,,16,3,22324268.880970
modis,mcd12q1,2006_lct1_reclass,41,0,0,1073282.157739
modis,mcd12q1,2006_lct1_reclass,41,0,1,3005190.041669
modis,mcd12q1,2006_lct1_reclass,41,0,2,52590825.729209
modis,mcd12q1,2006_lct1_reclass,41,0,3,700853249.003551
modis,mcd12q1,2006_lct1_reclass,41,0,5,1389471081.408944
modis,mcd12q1,2006_lct1_reclass,41,5,1,838662678.057214
modis,mcd12q1,2006_lct1_reclass,41,5,2,71695248.136962
modis,mcd12q1,2006_lct1_reclass,41,5,3,39926096.267889
modis,mcd12q1,2006_lct1_reclass,41,7,1,7727631.535720
modis,mcd12q1,2006_lct1_reclass,41,7,2,12450073.029772
modis,mcd12q1,2006_lct1_reclass,41,7,3,4722441.494051
modis,mcd12q1,2006_lct1_reclass,41,10,1,7083662.241077
modis,mcd12q1,2006_lct1_reclass,41,10,2,1502595.020835
modis,mcd12q1,2006_lct1_reclass,41,11,1,3005190.041669
modis,mcd12q1,2006_lct1_reclass,41,11,2,25114802.491092
modis,mcd12q1,2006_lct1_reclass,41,11,3,429312.863096
modis,mcd12q1,2006_lct1_reclass,41,12,1,96166081.333410
modis,mcd12q1,2006_lct1_reclass,41,12,2,8156944.398816
modis,mcd12q1,2006_lct1_reclass,41,12,3,1287938.589287
modis,mcd12q1,2006_lct1_reclass,41,13,1,22109612.449422
modis,mcd12q1,2006_lct1_reclass,41,13,2,3005190.041669
modis,mcd12q1,2006_lct1_reclass,41,14,1,354612424.916962
modis,mcd12q1,2006_lct1_reclass,41,14,2,15455263.071441
modis,mcd12q1,2006_lct1_reclass,41,14,3,858625.726191
modis,mcd12q1,2006_lct1_reclass,41,16,1,214656.431548
modis,mcd12q1,2006_lct1_reclass,41,16,2,858625.726191
modis,mcd12q1,2006_lct1_reclass,41,16,3,214656.431548
modis,mcd12q1,2006_lct1_reclass,143,0,0,2790533.610121
modis,mcd12q1,2006_lct1_reclass,143,0,1,25114802.491092
modis,mcd12q1,2006_lct1_reclass,143,0,2,1287938.589287
modis,mcd12q1,2006_lct1_reclass,143,0,3,214656.431548
modis,mcd12q1,2006_lct1_reclass,143,5,1,2361220.747026
modis,mcd12q1,2006_lct1_reclass,143,7,1,1815778754.463034
modis,mcd12q1,2006_lct1_reclass,143,7,2,5581067.220243
modis,mcd12q1,2006_lct1_reclass,143,7,3,858625.726191
modis,mcd12q1,2006_lct1_reclass,143,10,1,418150728.655117
modis,mcd12q1,2006_lct1_reclass,143,10,2,429312.863096
modis,mcd12q1,2006_lct1_reclass,143,11,1,7298318.672625
modis,mcd12q1,2006_lct1_reclass,143,12,1,185677813.288839
modis,mcd12q1,2006_lct1_reclass,143,13,1,86291885.482212
modis,mcd12q1,2006_lct1_reclass,143,13,2,2790533.610121
modis,mcd12q1,2006_lct1_reclass,143,14,1,13523355.187511
modis,mcd12q1,2006_lct1_reclass,143,16,1,231614289.640066
modis,mcd12q1,2006_lct1_reclass,234,0,0,4965003261.700343
modis,mcd12q1,2006_lct1_reclass,234,0,1,5614553623.564950
modis,mcd12q1,2006_lct1_reclass,234,0,2,10611970006.427715
modis,mcd12q1,2006_lct1_reclass,234,0,3,77541630706.938538
modis,mcd12q1,2006_lct1_reclass,234,0,5,106339508250.698975
modis,mcd12q1,2006_lct1_reclass,234,0,6,2575877.178573
modis,mcd12q1,2006_lct1_reclass,234,0,7,214656.431548
modis,mcd12q1,2006_lct1_reclass,234,5,1,1531295659090.574219
modis,mcd12q1,2006_lct1_reclass,234,5,2,23225396580.624390
modis,mcd12q1,2006_lct1_reclass,234,5,3,6350181214.480352
modis,mcd12q1,2006_lct1_reclass,234,7,1,1263955884775.958984
modis,mcd12q1,2006_lct1_reclass,234,7,2,21152030108.291901
modis,mcd12q1,2006_lct1_reclass,234,7,3,5390666965.460262
modis,mcd12q1,2006_lct1_reclass,234,10,1,2137647272993.156250
modis,mcd12q1,2006_lct1_reclass,234,10,2,12354336261.296053
modis,mcd12q1,2006_lct1_reclass,234,10,3,2286949621.710476
modis,mcd12q1,2006_lct1_reclass,234,11,1,38978388122.716156
modis,mcd12q1,2006_lct1_reclass,234,11,2,13573155479.620855
modis,mcd12q1,2006_lct1_reclass,234,11,3,1020476675.578167
modis,mcd12q1,2006_lct1_reclass,234,12,1,1383694891504.437500
modis,mcd12q1,2006_lct1_reclass,234,12,2,7857927989.674337
modis,mcd12q1,2006_lct1_reclass,234,12,3,882452590.092957
modis,mcd12q1,2006_lct1_reclass,234,13,1,115716989119.351746
modis,mcd12q1,2006_lct1_reclass,234,13,2,4312662366.225611
modis,mcd12q1,2006_lct1_reclass,234,13,3,69119370.958389
modis,mcd12q1,2006_lct1_reclass,234,14,1,1067797471150.000000
modis,mcd12q1,2006_lct1_reclass,234,14,2,9050344466.922091
modis,mcd12q1,2006_lct1_reclass,234,14,3,741423314.566078
modis,mcd12q1,2006_lct1_reclass,234,16,1,80460743519.574371
modis,mcd12q1,2006_lct1_reclass,234,16,2,2283729775.237261
modis,mcd12q1,2006_lct1_reclass,234,16,3,1094747800.893704
modis,mcd12q1,2006_lct1_reclass,,0,0,80825659453.207794
modis,mcd12q1,2006_lct1_reclass,,0,1,1005021412.506729
modis,mcd12q1,2006_lct1_reclass,,0,2,9781678929.203281
modis,mcd12q1,2006_lct1_reclass,,0,3,1996948782.689445
modis,mcd12q1,2006_lct1_reclass,,0,6,794658109.589923
modis,mcd12q1,2006_lct1_reclass,,0,7,129437828.223318
modis,mcd12q1,2006_lct1_reclass,,5,1,1704372066.489684
modis,mcd12q1,2006_lct1_reclass,,5,2,676382415.807107
modis,mcd12q1,2006_lct1_reclass,,5,3,120422258.098311
modis,mcd12q1,2006_lct1_reclass,,7,1,327995027.405033
modis,mcd12q1,2006_lct1_reclass,,7,2,481903688.824820
modis,mcd12q1,2006_lct1_reclass,,7,3,15240606.639893
modis,mcd12q1,2006_lct1_reclass,,10,1,64396929.464337
modis,mcd12q1,2006_lct1_reclass,,10,2,25973428.217283
modis,mcd12q1,2006_lct1_reclass,,10,3,643969.294643
modis,mcd12q1,2006_lct1_reclass,,11,1,903274263.953090
modis,mcd12q1,2006_lct1_reclass,,11,2,2549903750.356337
modis,mcd12q1,2006_lct1_reclass,,11,3,69763340.253032
modis,mcd12q1,2006_lct1_reclass,,12,1,34559685.479194
modis,mcd12q1,2006_lct1_reclass,,12,2,10088852.282746
modis,mcd12q1,2006_lct1_reclass,,12,3,214656.431548
modis,mcd12q1,2006_lct1_reclass,,13,1,171939801.669780
modis,mcd12q1,2006_lct1_reclass,,13,2,191044224.077534
modis,mcd12q1,2006_lct1_reclass,,13,3,3219846.473217
modis,mcd12q1,2006_lct1_reclass,,14,1,17172514.523823
modis,mcd12q1,2006_lct1_reclass,,14,2,3434502.904765
modis,mcd12q1,2006_lct1_reclass,,16,1,175159648.142997
modis,mcd12q1,2006_lct1_reclass,,16,2,646759828.253516
modis,mcd12q1,2006_lct1_reclass,,16,3,20821673.860136
modis,mcd12q1,2007_lct1_reclass,41,0,0,1073282.157739
modis,mcd12q1,2007_lct1_reclass,41,0,1,1931907.883930
modis,mcd12q1,2007_lct1_reclass,41,0,2,26402741.080378
modis,mcd12q1,2007_lct1_reclass,41,0,3,693554930.330927
modis,mcd12q1,2007_lct1_reclass,41,0,5,1389471081.408944
modis,mcd12q1,2007_lct1_reclass,41,5,1,888892283.039390
modis,mcd12q1,2007_lct1_reclass,41,5,2,57957236.517904
modis,mcd12q1,2007_lct1_reclass,41,5,3,44863194.193488
modis,mcd12q1,2007_lct1_reclass,41,7,1,10947478.008937
modis,mcd12q1,2007_lct1_reclass,41,7,2,10088852.282746
modis,mcd12q1,2007_lct1_reclass,41,7,3,6010380.083338
modis,mcd12q1,2007_lct1_reclass,41,10,1,9230226.556555
modis,mcd12q1,2007_lct1_reclass,41,10,2,1287938.589287
modis,mcd12q1,2007_lct1_reclass,41,11,1,3434502.904765
modis,mcd12q1,2007_lct1_reclass,41,11,2,68046088.800650
modis,mcd12q1,2007_lct1_reclass,41,11,3,1287938.589287
modis,mcd12q1,2007_lct1_reclass,41,12,1,87150511.208403
modis,mcd12q1,2007_lct1_reclass,41,12,2,7083662.241077
modis,mcd12q1,2007_lct1_reclass,41,12,3,1287938.589287
modis,mcd12q1,2007_lct1_reclass,41,13,1,22109612.449422
modis,mcd12q1,2007_lct1_reclass,41,13,2,3005190.041669
modis,mcd12q1,2007_lct1_reclass,41,14,1,308675948.565729
modis,mcd12q1,2007_lct1_reclass,41,14,2,16099232.366084
modis,mcd12q1,2007_lct1_reclass,41,14,3,858625.726191
modis,mcd12q1,2007_lct1_reclass,41,16,1,214656.431548
modis,mcd12q1,2007_lct1_reclass,41,16,2,858625.726191
modis,mcd12q1,2007_lct1_reclass,41,16,3,429312.863096
modis,mcd12q1,2007_lct1_reclass,143,0,0,2790533.610121
modis,mcd12q1,2007_lct1_reclass,143,0,1,22968238.175614
modis,mcd12q1,2007_lct1_reclass,143,0,2,1287938.589287
modis,mcd12q1,2007_lct1_reclass,143,0,3,214656.431548
modis,mcd12q1,2007_lct1_reclass,143,5,1,5151754.357147
modis,mcd12q1,2007_lct1_reclass,143,7,1,1793239829.150506
modis,mcd12q1,2007_lct1_reclass,143,7,2,5795723.651790
modis,mcd12q1,2007_lct1_reclass,143,7,3,858625.726191
modis,mcd12q1,2007_lct1_reclass,143,10,1,440904310.399186
modis,mcd12q1,2007_lct1_reclass,143,10,2,214656.431548
modis,mcd12q1,2007_lct1_reclass,143,11,1,8586257.261912
modis,mcd12q1,2007_lct1_reclass,143,12,1,179882089.637049
modis,mcd12q1,2007_lct1_reclass,143,13,1,86291885.482212
modis,mcd12q1,2007_lct1_reclass,143,13,2,2790533.610121
modis,mcd12q1,2007_lct1_reclass,143,14,1,10947478.008937
modis,mcd12q1,2007_lct1_reclass,143,16,1,237839326.154952
modis,mcd12q1,2007_lct1_reclass,234,0,0,4965003261.700343
modis,mcd12q1,2007_lct1_reclass,234,0,1,5294286227.695157
modis,mcd12q1,2007_lct1_reclass,234,0,2,9212839385.603294
modis,mcd12q1,2007_lct1_reclass,234,0,3,77055863202.342987
modis,mcd12q1,2007_lct1_reclass,234,0,5,106339508250.698975
modis,mcd12q1,2007_lct1_reclass,234,0,6,2575877.178573
modis,mcd12q1,2007_lct1_reclass,234,0,7,214656.431548
modis,mcd12q1,2007_lct1_reclass,234,5,1,1552496416217.992188
modis,mcd12q1,2007_lct1_reclass,234,5,2,22261589202.969055
modis,mcd12q1,2007_lct1_reclass,234,5,3,7239932123.247304
modis,mcd12q1,2007_lct1_reclass,234,7,1,1219414031241.234375
modis,mcd12q1,2007_lct1_reclass,234,7,2,20936085738.153534
modis,mcd12q1,2007_lct1_reclass,234,7,3,5265736922.299257
modis,mcd12q1,2007_lct1_reclass,234,10,1,2139278876530.056641
modis,mcd12q1,2007_lct1_reclass,234,10,2,12331368023.120506
modis,mcd12q1,2007_lct1_reclass,234,10,3,2180694688.094393
modis,mcd12q1,2007_lct1_reclass,234,11,1,36963193543.333466
modis,mcd12q1,2007_lct1_reclass,234,11,2,16358751991.808414
modis,mcd12q1,2007_lct1_reclass,234,11,3,931179600.054299
modis,mcd12q1,2007_lct1_reclass,234,12,1,1385109906701.812500
modis,mcd12q1,2007_lct1_reclass,234,12,2,7696935666.013248
modis,mcd12q1,2007_lct1_reclass,234,12,3,853473971.834009
modis,mcd12q1,2007_lct1_reclass,234,13,1,115697026071.217682
modis,mcd12q1,2007_lct1_reclass,234,13,2,4311589084.067870
modis,mcd12q1,2007_lct1_reclass,234,13,3,73412499.589344
modis,mcd12q1,2007_lct1_reclass,234,14,1,1063803573585.165771
modis,mcd12q1,2007_lct1_reclass,234,14,2,9137065665.267145
modis,mcd12q1,2007_lct1_reclass,234,14,3,815694439.881603
modis,mcd12q1,2007_lct1_reclass,234,16,1,107104543772.739868
modis,mcd12q1,2007_lct1_reclass,234,16,2,2175328277.305702
modis,mcd12q1,2007_lct1_reclass,234,16,3,961660813.334081
modis,mcd12q1,2007_lct1_reclass,,0,0,80825659453.207794
modis,mcd12q1,2007_lct1_reclass,,0,1,914221741.962026
modis,mcd12q1,2007_lct1_reclass,,0,2,9640434997.245247
modis,mcd12q1,2007_lct1_reclass,,0,3,1973551231.650726
modis,mcd12q1,2007_lct1_reclass,,0,6,794658109.589923
modis,mcd12q1,2007_lct1_reclass,,0,7,129437828.223318
modis,mcd12q1,2007_lct1_reclass,,5,1,1833165925.418412
modis,mcd12q1,2007_lct1_reclass,,5,2,621859682.193975
modis,mcd12q1,2007_lct1_reclass,,5,3,124500730.297719
modis,mcd12q1,2007_lct1_reclass,,7,1,312539764.333589
modis,mcd12q1,2007_lct1_reclass,,7,2,542436802.521304
modis,mcd12q1,2007_lct1_reclass,,7,3,12450073.029772
modis,mcd12q1,2007_lct1_reclass,,10,1,60533113.696477
modis,mcd12q1,2007_lct1_reclass,,10,2,18675109.544658
modis,mcd12q1,2007_lct1_reclass,,10,3,214656.431548
modis,mcd12q1,2007_lct1_reclass,,11,1,878803430.756645
modis,mcd12q1,2007_lct1_reclass,,11,2,2692650277.335519
modis,mcd12q1,2007_lct1_reclass,,11,3,77061658.925657
modis,mcd12q1,2007_lct1_reclass,,12,1,26402741.080378
modis,mcd12q1,2007_lct1_reclass,,12,2,11591447.303581
modis,mcd12q1,2007_lct1_reclass,,13,1,170007893.785850
modis,mcd12q1,2007_lct1_reclass,,13,2,192546819.098368
modis,mcd12q1,2007_lct1_reclass,,13,3,3434502.904765
modis,mcd12q1,2007_lct1_reclass,,14,1,19319078.839301
modis,mcd12q1,2007_lct1_reclass,,14,2,8586257.261912
modis,mcd12q1,2007_lct1_reclass,,16,1,188897659.762056
modis,mcd12q1,2007_lct1_reclass,,16,2,638388227.423153
modis,mcd12q1,2007_lct1_reclass,,16,3,36062280.500029
modis,mcd12q1,2008_lct1_reclass,41,0,0,1073282.157739
modis,mcd12q1,2008_lct1_reclass,41,0,1,2575877.178573
modis,mcd12q1,2008_lct1_reclass,41,0,2,24256176.764900
modis,mcd12q1,2008_lct1_reclass,41,0,3,681534170.164253
modis,mcd12q1,2008_lct1_reclass,41,0,5,1389471081.408944
modis,mcd12q1,2008_lct1_reclass,41,5,1,913792429.098930
modis,mcd12q1,2008_lct1_reclass,41,5,2,60103800.833381
modis,mcd12q1,2008_lct1_reclass,41,5,3,58171892.949451
modis,mcd12q1,2008_lct1_reclass,41,7,1,16957858.092275
modis,mcd12q1,2008_lct1_reclass,41,7,2,10947478.008937
modis,mcd12q1,2008_lct1_reclass,41,7,3,4937097.925599
modis,mcd12q1,2008_lct1_reclass,41,10,1,5581067.220243
modis,mcd12q1,2008_lct1_reclass,41,10,2,1717251.452382
modis,mcd12q1,2008_lct1_reclass,41,10,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,41,11,1,7298318.672625
modis,mcd12q1,2008_lct1_reclass,41,11,2,72983186.726249
modis,mcd12q1,2008_lct1_reclass,41,11,3,1931907.883930
modis,mcd12q1,2008_lct1_reclass,41,12,1,92731578.428646
modis,mcd12q1,2008_lct1_reclass,41,12,2,7298318.672625
modis,mcd12q1,2008_lct1_reclass,41,12,3,1073282.157739
modis,mcd12q1,2008_lct1_reclass,41,13,1,21680299.586327
modis,mcd12q1,2008_lct1_reclass,41,13,2,3005190.041669
modis,mcd12q1,2008_lct1_reclass,41,14,1,271969698.771051
modis,mcd12q1,2008_lct1_reclass,41,14,2,10518165.145842
modis,mcd12q1,2008_lct1_reclass,41,14,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,41,16,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,143,0,0,2790533.610121
modis,mcd12q1,2008_lct1_reclass,143,0,1,27905336.101213
modis,mcd12q1,2008_lct1_reclass,143,0,2,1287938.589287
modis,mcd12q1,2008_lct1_reclass,143,0,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,143,5,1,1931907.883930
modis,mcd12q1,2008_lct1_reclass,143,7,1,1759538769.397489
modis,mcd12q1,2008_lct1_reclass,143,7,2,5795723.651790
modis,mcd12q1,2008_lct1_reclass,143,7,3,858625.726191
modis,mcd12q1,2008_lct1_reclass,143,10,1,457647512.059916
modis,mcd12q1,2008_lct1_reclass,143,10,2,214656.431548
modis,mcd12q1,2008_lct1_reclass,143,11,1,11806103.735129
modis,mcd12q1,2008_lct1_reclass,143,12,1,194693383.413846
modis,mcd12q1,2008_lct1_reclass,143,13,1,86291885.482212
modis,mcd12q1,2008_lct1_reclass,143,13,2,2790533.610121
modis,mcd12q1,2008_lct1_reclass,143,14,1,10732821.577390
modis,mcd12q1,2008_lct1_reclass,143,16,1,235263448.976379
modis,mcd12q1,2008_lct1_reclass,234,0,0,4965003261.700343
modis,mcd12q1,2008_lct1_reclass,234,0,1,4178072783.645200
modis,mcd12q1,2008_lct1_reclass,234,0,2,8319439317.502792
modis,mcd12q1,2008_lct1_reclass,234,0,3,75635266938.351227
modis,mcd12q1,2008_lct1_reclass,234,0,5,106339508250.698975
modis,mcd12q1,2008_lct1_reclass,234,0,6,2575877.178573
modis,mcd12q1,2008_lct1_reclass,234,0,7,214656.431548
modis,mcd12q1,2008_lct1_reclass,234,5,1,1567254045893.285156
modis,mcd12q1,2008_lct1_reclass,234,5,2,22748215333.290802
modis,mcd12q1,2008_lct1_reclass,234,5,3,8767427290.142927
modis,mcd12q1,2008_lct1_reclass,234,7,1,1214020573739.832031
modis,mcd12q1,2008_lct1_reclass,234,7,2,20624619255.975830
modis,mcd12q1,2008_lct1_reclass,234,7,3,5012013020.209381
modis,mcd12q1,2008_lct1_reclass,234,10,1,2156235017378.212891
modis,mcd12q1,2008_lct1_reclass,234,10,2,12571568570.021784
modis,mcd12q1,2008_lct1_reclass,234,10,3,2231138949.508089
modis,mcd12q1,2008_lct1_reclass,234,11,1,38856677926.027832
modis,mcd12q1,2008_lct1_reclass,234,11,2,17733841092.304474
modis,mcd12q1,2008_lct1_reclass,234,11,3,1130810081.393748
modis,mcd12q1,2008_lct1_reclass,234,12,1,1370153719827.251953
modis,mcd12q1,2008_lct1_reclass,234,12,2,7433766880.935255
modis,mcd12q1,2008_lct1_reclass,234,12,3,736056903.777384
modis,mcd12q1,2008_lct1_reclass,234,13,1,115679209587.399109
modis,mcd12q1,2008_lct1_reclass,234,13,2,4304934734.689878
modis,mcd12q1,2008_lct1_reclass,234,13,3,75344407.473275
modis,mcd12q1,2008_lct1_reclass,234,14,1,1044378454471.325684
modis,mcd12q1,2008_lct1_reclass,234,14,2,8610513438.681950
modis,mcd12q1,2008_lct1_reclass,234,14,3,730475836.557142
modis,mcd12q1,2008_lct1_reclass,234,16,1,114406082291.881561
modis,mcd12q1,2008_lct1_reclass,234,16,2,2074654410.909777
modis,mcd12q1,2008_lct1_reclass,234,16,3,1059114833.256764
modis,mcd12q1,2008_lct1_reclass,,0,0,80825659453.207794
modis,mcd12q1,2008_lct1_reclass,,0,1,773836435.729790
modis,mcd12q1,2008_lct1_reclass,,0,2,9112165519.207674
modis,mcd12q1,2008_lct1_reclass,,0,3,1928902693.888767
modis,mcd12q1,2008_lct1_reclass,,0,6,794658109.589923
modis,mcd12q1,2008_lct1_reclass,,0,7,129437828.223318
modis,mcd12q1,2008_lct1_reclass,,5,1,1892411100.525627
modis,mcd12q1,2008_lct1_reclass,,5,2,814621157.723865
modis,mcd12q1,2008_lct1_reclass,,5,3,135877521.169752
modis,mcd12q1,2008_lct1_reclass,,7,1,311895795.038946
modis,mcd12q1,2008_lct1_reclass,,7,2,576352518.705850
modis,mcd12q1,2008_lct1_reclass,,7,3,13094042.324415
modis,mcd12q1,2008_lct1_reclass,,10,1,52161512.866113
modis,mcd12q1,2008_lct1_reclass,,10,2,24256176.764900
modis,mcd12q1,2008_lct1_reclass,,10,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,,11,1,917012275.572147
modis,mcd12q1,2008_lct1_reclass,,11,2,2860940919.668870
modis,mcd12q1,2008_lct1_reclass,,11,3,80496161.830422
modis,mcd12q1,2008_lct1_reclass,,12,1,28978618.258952
modis,mcd12q1,2008_lct1_reclass,,12,2,8371600.830364
modis,mcd12q1,2008_lct1_reclass,,12,3,214656.431548
modis,mcd12q1,2008_lct1_reclass,,13,1,168934611.628111
modis,mcd12q1,2008_lct1_reclass,,13,2,190614911.214438
modis,mcd12q1,2008_lct1_reclass,,13,3,3649159.336312
modis,mcd12q1,2008_lct1_reclass,,14,1,10303508.714294
modis,mcd12q1,2008_lct1_reclass,,14,2,2790533.610121
modis,mcd12q1,2008_lct1_reclass,,16,1,248357491.300794
modis,mcd12q1,2008_lct1_reclass,,16,2,777056282.203007
modis,mcd12q1,2008_lct1_reclass,,16,3,64826242.327433
